0.20664,0.13468,0.730136,88.65,43,45.65,
0.265445,0.212076,1.09797,90.65,44,46.65,
0.169236,0.10683,1.01275,112.9,53,59.9,
0.243833,0.176349,2.00541,112.9,53,59.9,
0.374061,0.188381,1.35125,114.9,54,60.9,
0.380522,0.236754,1.90699,161.15,74.5,86.65,
0.48651,0.36293,1.75682,176.95,82,94.95,
0.482235,0.273673,1.49047,200.1,94.5,105.6,
0.563398,0.280452,1.98595,253.3,118,135.3,
0.654298,0.353374,3.15811,257.95,120,137.95,
0.581486,0.349592,2.90511,257.95,120,137.95,
0.766117,0.474246,2.13565,266.25,123,143.25,
0.775484,0.366757,2.57463,302.55,141,161.55,
0.96639,0.36567,2.84236,312.7,145.5,167.2,
0.54064,0.242281,3.26291,320.7,149,171.7,
1.20613,0.64177,3.10208,326.2,152,174.2,
1.25443,0.62267,3.17505,340.5,158,182.5,
1.66085,1.01257,3.58955,359.95,167.5,192.45,
1.52499,0.761976,3.43744,380.1,178,202.1,
1.46451,0.71105,3.52045,393.55,183.5,210.05,
1.43164,0.779158,3.66876,405.85,189,216.85,
1.55013,0.800864,3.96338,405.85,189,216.85,
1.44273,0.734399,4.54324,412.85,192,220.85,
1.46508,0.753537,5.20209,412.85,192,220.85,
1.61351,0.816406,3.93866,435.3,201.5,233.8,
1.42478,0.692863,3.95441,468.6,218,250.6,
1.52225,0.982295,4.01609,468.6,218,250.6,
1.63441,0.763747,3.86848,488.9,228,260.9,
1.9726,0.967644,3.71186,542.3,250.5,291.8,
1.71949,0.799025,4.46231,557.1,257.5,299.6,
1.99197,1.11059,3.3399,591.85,272,319.85,
1.96702,0.969929,4.66869,591.85,272,319.85,
0.137306,0.128972,0.751364,50.2,21.5,28.7,
0.228389,0.162413,1.05794,109.75,50,59.75,
0.449614,0.213844,1.01987,127.9,58,69.9,
0.232664,0.190849,1.81525,138.2,62,76.2,
0.431848,0.255942,2.14001,177.3,80.5,96.8,
0.373815,0.227162,1.01779,177.3,80.5,96.8,
0.325507,0.221985,1.05578,187.95,86,101.95,
0.195887,0.15422,0.904877,241.05,110.5,130.55,
0.197657,0.150711,2.00056,279.5,129,150.5,
0.445578,0.198646,1.95118,365.8,169.5,196.3,
0.786826,0.282869,2.2871,403.25,187.5,215.75,
0.951919,0.644501,2.33468,403.25,187.5,215.75,
0.607589,0.335579,2.26405,461.15,213,248.15,
1.03256,0.493205,2.10285,491.45,225,266.45,
0.87607,0.562874,4.02435,530.05,243.5,286.55,
1.0683,0.491962,2.97897,547.5,251.5,296,
1.0702,0.528033,3.11431,571.95,264,307.95,
1.26655,0.690134,3.45952,575.95,267,308.95,
1.06922,0.571945,3.72004,577.95,268,309.95,
1.18528,0.71099,3.66676,577.95,268,309.95,
1.07891,0.416245,3.47648,605.2,279.5,325.7,
1.62613,0.83916,3.55982,619.35,286.5,332.85,
1.56056,0.808026,3.61807,619.35,286.5,332.85,
1.77498,0.847429,4.31347,667.95,310.5,357.45,
1.85385,0.890399,3.66885,707.85,328,379.85,
0.189187,0.110982,0.583041,37.95,17,20.95,
0.198802,0.182135,0.811854,123.3,55.5,67.8,
0.234703,0.142701,1.40332,139.6,62,77.6,
0.301961,0.230795,1.39092,139.6,62,77.6,
0.234715,0.152613,1.00816,163.25,74.5,88.75,
0.349433,0.196358,1.64851,171.25,78,93.25,
0.425802,0.283592,1.34163,174.25,80,94.25,
0.662951,0.363468,1.78683,198.55,91.5,107.05,
0.663079,0.362952,1.76418,213.2,98,115.2,
0.695854,0.349299,1.91808,215.2,99,116.2,
0.773404,0.419779,2.13403,217.2,100,117.2,
1.00421,0.533209,2.49706,252.6,116.5,136.1,
0.796979,0.563228,2.14312,252.6,116.5,136.1,
0.748947,0.273117,2.14777,289.55,131.5,158.05,
0.555037,0.232577,3.81277,309.2,140.5,168.7,
1.09088,0.459011,2.53133,315.85,143.5,172.35,
0.945686,0.578858,2.30252,394,180,214,
1.42796,0.730822,3.01665,394,180,214,
0.717196,0.383125,1.8281,429.75,196,233.75,
1.11065,0.808266,2.88258,457.25,209,248.25,
0.937545,0.508878,2.49175,470.4,215,255.4,
1.23347,0.89488,3.42286,470.4,215,255.4,
0.739069,0.428148,2.45862,473.4,216.5,256.9,
0.778016,0.448702,3.1667,477.4,219.5,257.9,
0.922529,0.441977,3.4138,519.65,238,281.65,
1.0193,0.628519,3.33515,519.65,238,281.65,
0.753162,0.321084,2.97038,519.65,238,281.65,
1.12594,0.427942,3.0246,519.65,238,281.65,
0.78073,0.467636,3.98338,526.65,241,285.65,
0.916592,0.371344,3.94369,578.9,268,310.9,
1.61066,0.644812,3.55863,578.9,268,310.9,
1.60934,0.689995,4.0346,594.7,274,320.7,
1.3805,0.857773,2.535,651.75,300,351.75,
0.225801,0.180273,0.974666,52.4,24.5,27.9,
0.286091,0.171185,0.895141,94.3,42,52.3,
0.269284,0.194767,1.14775,94.3,42,52.3,
0.0724559,0.0641225,0.932548,108.6,49,59.6,
0.431254,0.278158,0.816623,172.45,77,95.45,
0.529289,0.377843,1.26581,185.25,82,103.25,
0.633015,0.270285,2.00725,205.55,90,115.55,
0.803368,0.338632,1.84342,300.05,133,167.05,
0.313144,0.131158,2.03153,303.7,134,169.7,
0.951494,0.573321,2.12957,318.85,143,175.85,
0.976182,0.58566,1.55891,366.1,163.5,202.6,
1.1205,0.819954,1.80335,385.55,172.5,213.05,
0.903322,0.517433,2.061,403.85,182.5,221.35,
0.814175,0.409695,3.20176,418.35,191.5,226.85,
1.04667,0.651482,3.01725,460.45,212.5,247.95,
0.828719,0.456813,2.31517,511.7,238,273.7,
0.754866,0.361682,2.85298,525.35,245.5,279.85,
0.89144,0.433299,2.94235,542.35,254,288.35,
0.849902,0.491023,2.74261,551.85,258,293.85,
0.948412,0.529495,2.73913,551.85,258,293.85,
0.834738,0.34657,2.86958,557.35,261,296.35,
1.03079,0.649255,2.81458,557.35,261,296.35,
1.30452,0.572268,2.77822,594.4,277.5,316.9,
1.50547,0.696469,2.70941,594.4,277.5,316.9,
1.20069,0.552974,3.57914,603.05,281.5,321.55,
1.48706,0.746771,3.07555,603.05,281.5,321.55,
1.52716,0.764611,3.42897,617.05,290,327.05,
1.33262,0.664733,4.02365,621.2,291.5,329.7,
0.614606,0.39102,2.06329,652.1,304,348.1,
0.163556,0.155223,0.803845,33.6,16.5,17.1,
0.227226,0.151503,0.773217,47.25,24,23.25,
0.400296,0.167924,0.99851,61.7,29.5,32.2,
0.210844,0.187456,0.71667,61.7,29.5,32.2,
0.242382,0.192636,0.857153,70.35,32.5,37.85,
0.366771,0.204122,1.24022,81.5,38,43.5,
0.0940958,0.0497173,0.35076,97.15,45,52.15,
0.181301,0.133311,0.567915,97.15,45,52.15,
0.272704,0.218314,0.931777,172.15,79,93.15,
0.218691,0.178841,1.44752,202.45,94.5,107.95,
0.280838,0.237553,1.72625,213.6,99,114.6,
0.336892,0.215777,1.35748,230.75,107.5,123.25,
0.110755,0.0720392,2.26098,254.5,117,137.5,
0.340693,0.216139,1.61893,286.75,129,157.75,
0.360947,0.22264,1.81144,286.75,129,157.75,
0.870604,0.333987,2.8531,380.25,174,206.25,
1.02736,0.488512,3.20867,380.25,174,206.25,
1.3592,0.717554,3.14892,380.25,174,206.25,
1.27476,0.617188,3.19639,384.4,175.5,208.9,
1.21448,0.665494,3.53411,388.9,178.5,210.4,
1.32072,0.815587,3.41473,403.2,186,217.2,
1.06745,0.613357,3.2396,445.3,208,237.3,
1.6625,1.21084,2.62793,454.95,214,240.95,
1.20183,0.972384,2.05947,454.95,214,240.95,
0.507217,0.268873,1.41477,476.75,225.5,251.25,
0.662534,0.444804,1.51834,486.4,229.5,256.9,
0.791057,0.410415,1.78989,550.7,265.5,285.2,
0.607009,0.420485,2.01704,581,277.5,303.5,
1.61936,0.659096,5.30295,591.65,283.5,308.15,
0.856904,0.528348,3.97019,599.3,287.5,311.8,
0.179337,0.169169,0.90332,82,39,43,
0.237288,0.200541,0.899069,150.9,70.5,80.4,
0.349615,0.244173,1.44475,150.9,70.5,80.4,
0.203935,0.168083,2.03919,177.85,84,93.85,
0.395396,0.151036,1.64832,192.85,94,98.85,
0.618657,0.211481,1.82917,219.15,105,114.15,
0.876007,0.50427,1.92348,248.1,120,128.1,
0.944542,0.516036,1.80921,265.75,129.5,136.25,
0.822202,0.481012,1.96841,284.55,138,146.55,
0.799338,0.525471,1.78905,301.7,145.5,156.2,
0.952595,0.623607,2.23916,318.35,152,166.35,
1.01398,0.695457,2.17834,318.35,152,166.35,
0.826993,0.443432,2.58409,339.15,163,176.15,
0.896714,0.54368,4.70045,384.4,184.5,199.9,
0.854172,0.486121,2.60862,404.35,194,210.35,
1.20469,0.562356,2.52425,415.15,198.5,216.65,
1.11221,0.442935,2.42298,427.3,205,222.3,
0.896544,0.453202,3.16452,436.6,209,227.6,
1.13335,0.840359,2.47724,436.6,209,227.6,
0.986179,0.473462,2.70786,475.9,230,245.9,
1.32651,0.829323,3.19765,475.9,230,245.9,
1.45322,0.753494,2.73356,531.5,258.5,273,
1.43298,0.627863,3.34864,531.5,258.5,273,
1.34742,0.608388,3.43231,539.8,261.5,278.3,
1.25129,0.754091,2.81057,547.3,265,282.3,
1.55774,0.753606,3.92511,547.3,265,282.3,
1.55064,0.797907,4.00468,562.95,272.5,290.45,
1.36187,0.84553,3.26493,562.95,272.5,290.45,
0.898136,0.618474,2.97301,573.75,277,296.75,
1.39155,0.876732,3.83913,573.75,277,296.75,
1.32661,0.472726,3.11526,619.15,298.5,320.65,
0.236306,0.201804,0.74704,71.2,32,39.2,
0.265337,0.254658,1.17196,100.8,44,56.8,
0.372168,0.170927,1.30118,195.95,83.5,112.45,
0.55436,0.370828,1.78137,236.55,101.5,135.05,
0.925614,0.558896,1.62181,251.7,109,142.7,
0.90116,0.50981,1.94726,288.3,123.5,164.8,
0.796025,0.500923,2.10534,297.45,128,169.45,
0.575922,0.285947,2.0288,367,160.5,206.5,
1.00917,0.665066,1.89781,418.4,186,232.4,
0.918146,0.591298,2.10691,428.05,190,238.05,
0.9476,0.50082,2.73538,442.2,196.5,245.7,
0.79919,0.42772,2.93746,464.3,205.5,258.8,
0.924906,0.461417,3.16037,464.3,205.5,258.8,
0.638528,0.394248,2.57401,469.8,208.5,261.3,
0.945833,0.594655,3.68921,510.55,226,284.55,
0.982478,0.479891,2.83549,510.55,226,284.55,
1.66462,0.839972,3.13587,553.5,245.5,308,
1.43925,1.0051,2.52788,565.15,250.5,314.65,
1.49572,0.9492,2.68685,565.15,250.5,314.65,
1.70529,0.884696,3.76107,584.8,260,324.8,
1.57481,0.874899,3.37799,612.4,274,338.4,
1.09639,0.650137,2.3901,617.9,278,339.9,
1.10694,0.579459,2.03247,643.05,292.5,350.55,
0.863384,0.431742,2.09144,698.8,315.5,383.3,
1.15885,0.68639,2.73112,708.1,319.5,388.6,
0.962684,0.608124,2.58221,713.1,322.5,390.6,
1.09657,0.672922,2.95929,713.1,322.5,390.6,
0.227987,0.211321,0.902155,66.5,31,35.5,
0.19443,0.15808,2.40506,138.55,65,73.55,
0.138618,0.0564378,1.01248,144.7,68.5,76.2,
0.4668,0.254471,1.63114,178.15,86.5,91.65,
0.840377,0.301829,1.83969,208.4,98,110.4,
0.570543,0.354417,1.89319,251.2,121,130.2,
0.377901,0.175238,2.6171,251.2,121,130.2,
1.0374,0.639389,2.88246,258.35,124.5,133.85,
0.978901,0.442744,2.49606,316.95,150,166.95,
0.75574,0.501916,3.16345,316.95,150,166.95,
0.952967,0.463123,2.90602,316.95,150,166.95,
1.56257,1.02732,2.73358,403.95,189,214.95,
1.33624,0.561741,3.89478,403.95,189,214.95,
0.811163,0.568639,1.95696,425.45,201,224.45,
0.916481,0.461831,2.0994,437.6,207.5,230.1,
0.937535,0.558321,2.366,445.6,211,234.6,
0.832071,0.509502,2.51727,502.05,239.5,262.55,
0.847155,0.244577,2.77448,515.7,247.5,268.2,
1.27657,0.763291,2.50081,518.7,249.5,269.2,
0.899096,0.309308,3.04911,547,262,285,
1.16991,0.611428,2.16518,617.35,291.5,325.85,
1.13429,0.606606,2.52815,633.15,299.5,333.65,
0.84111,0.54713,3.46932,654.6,309,345.6,
0.779873,0.478834,3.79259,665.6,314,351.6,
0.597456,0.387803,2.48722,703.85,332,371.85,
0.278806,0.217335,0.893665,71.7,33,38.7,
0.143766,0.127099,1.18175,77.85,35.5,42.35,
0.3057,0.289033,1.23038,93.15,42.5,50.65,
0.202591,0.176847,1.63374,107.65,51.5,56.15,
0.636345,0.404308,1.79304,135.6,65.5,70.1,
0.507421,0.239942,1.28766,135.6,65.5,70.1,
0.223229,0.185463,2.43778,135.6,65.5,70.1,
0.399895,0.204666,1.19629,154.05,73,81.05,
0.68941,0.371395,1.80193,224.4,103.5,120.9,
0.470035,0.183894,2.07576,319.55,146.5,173.05,
0.740653,0.394316,2.43261,333.35,152,181.35,
0.750991,0.482201,2.06415,335.35,153,182.35,
0.917884,0.40655,2.58754,346.35,160,186.35,
0.837159,0.358847,2.78844,354.5,164.5,190,
0.903888,0.480469,3.52702,376.3,174.5,201.8,
0.939824,0.56414,3.59542,401.25,186.5,214.75,
1.22764,0.399647,2.94914,410.75,190.5,220.25,
0.885246,0.529604,3.80675,415.4,192.5,222.9,
1.25007,0.543773,3.9274,434.55,201.5,233.05,
1.55414,0.770211,3.89545,445.7,208,237.7,
1.58452,0.83088,3.69887,445.7,208,237.7,
1.53667,0.746279,3.61167,445.7,208,237.7,
1.53278,0.829405,4.10263,463.65,217,246.65,
1.89323,1.0183,4.12719,490.95,229.5,261.45,
1.5602,0.734271,3.76937,494.6,230.5,264.1,
1.87904,0.95213,4.15862,522.55,244,278.55,
1.79336,0.858546,3.45604,534.05,249.5,284.55,
1.57651,1.00235,2.4108,588.95,277,311.95,
1.88364,1.09369,3.23368,588.95,277,311.95,
0.0914861,0.075995,0.566111,38.6,16,22.6,
0.367429,0.246387,1.18874,99,45,54,
0.365215,0.270117,1.40603,110.95,49,61.95,
0.322876,0.141456,1.48638,110.95,49,61.95,
0.313241,0.138424,1.29869,112.95,50,62.95,
0.32064,0.228973,1.53125,112.95,50,62.95,
0.641274,0.264661,2.36713,197.95,89,108.95,
0.343155,0.260617,0.943285,197.95,89,108.95,
0.601888,0.261176,2.74621,218.25,99,119.25,
0.561077,0.442607,2.05886,253.35,114,139.35,
0.611987,0.371621,1.47993,253.35,114,139.35,
0.726325,0.338805,1.77284,320.4,144,176.4,
0.840723,0.361862,2.05042,328.7,147,181.7,
0.479648,0.187097,2.3961,353.5,160,193.5,
0.824237,0.365441,2.45533,358.15,162,196.15,
0.840645,0.54559,2.50103,365.15,166,199.15,
0.962335,0.506132,2.56331,369.65,167.5,202.15,
0.891833,0.423022,2.64597,381.6,171.5,210.1,
0.888799,0.513339,3.09035,402.75,185,217.75,
0.892243,0.44324,3.10028,409.25,187.5,221.75,
1.41976,0.890095,2.41441,504.05,234.5,269.55,
1.39444,0.508563,4.58829,545.45,252,293.45,
1.09105,0.633187,2.64684,545.45,252,293.45,
0.989201,0.739783,2.94682,545.45,252,293.45,
1.17305,0.672868,2.79564,602.8,276.5,326.3,
1.04739,0.522939,3.45488,660.7,306.5,354.2,
1.21726,0.857511,2.17648,664.35,307.5,356.85,
1.03165,0.763762,2.60016,705.8,322,383.8,
